[00:00:00.073] (70000f031000) INFO   position: 225257625346224411156336534367135144167, score: 1
[00:00:00.114] (70000f031000) INFO   position: 52677675164321472411331752454433375522, score: 1
[00:00:00.114] (70000f031000) INFO   position: 52677675164321472411331752454433375526, score: 2
[00:00:00.115] (70000f031000) INFO   position: 5267767516432147241133175245443337552, score: -2
[00:00:00.115] (70000f031000) INFO   position: 526776751643214724113317524544333755, score: 2
[00:00:00.115] (70000f031000) INFO   position: 52677675164321472411331752454433375, score: -2
[00:00:00.115] (70000f031000) INFO   position: 5267767516432147241133175245443337, score: 2
[00:00:00.115] (70000f031000) INFO   position: 526776751643214724113317524544333, score: -2
[00:00:00.115] (70000f031000) INFO   position: 52677675164321472411331752454433, score: 2
[00:00:00.115] (70000f031000) INFO   position: 5267767516432147241133175245443, score: -2
[00:00:00.115] (70000f031000) INFO   position: 526776751643214724113317524544, score: 2
[00:00:00.115] (70000f031000) INFO   position: 52677675164321472411331752454433325, score: -1
[00:00:00.115] (70000f031000) INFO   position: 5267767516432147241133175245443332, score: 1
[00:00:00.116] (70000f031000) INFO   position: 52677675164321472411331752454433366, score: -1
[00:00:00.116] (70000f031000) INFO   position: 5267767516432147241133175245443336, score: 1
[00:00:00.116] (70000f031000) INFO   position: 52677675164321472411331752454433315, score: -1
[00:00:00.116] (70000f031000) INFO   position: 5267767516432147241133175245443331, score: 1
[00:00:00.116] (70000f031000) INFO   position: 5267767516432147241133175245443337552, score: -2
[00:00:00.116] (70000f031000) INFO   position: 526776751643214724113317524544333755, score: 2
[00:00:00.116] (70000f031000) INFO   position: 52677675164321472411331752454433375, score: -2
[00:00:00.116] (70000f031000) INFO   position: 5267767516432147241133175245443337, score: 2
[00:00:00.116] (70000f031000) INFO   position: 526776751643214724113317524544333, score: -2
[00:00:00.117] (70000f031000) INFO   position: 52677675164321472411331752454433, score: 2
[00:00:00.117] (70000f031000) INFO   position: 5267767516432147241133175245443232366, score: 2
[00:00:00.117] (70000f031000) INFO   position: 526776751643214724113317524544323236, score: -2
[00:00:00.117] (70000f031000) INFO   position: 5267767516432147241133175245443232315, score: -2
[00:00:00.117] (70000f031000) INFO   position: 526776751643214724113317524544323231, score: 2
[00:00:00.117] (70000f031000) INFO   position: 5267767516432147241133175245443232375, score: -2
[00:00:00.117] (70000f031000) INFO   position: 526776751643214724113317524544323237, score: 2
[00:00:00.118] (70000f031000) INFO   position: 52677675164321472411331752454432323, score: -2
[00:00:00.118] (70000f031000) INFO   position: 5267767516432147241133175245443232, score: 2
[00:00:00.118] (70000f031000) INFO   position: 526776751643214724113317524544323, score: -2
[00:00:00.118] (70000f031000) INFO   position: 52677675164321472411331752454432, score: 2
[00:00:00.118] (70000f031000) INFO   position: 52677675164321472411331752454436633, score: -1
[00:00:00.118] (70000f031000) INFO   position: 5267767516432147241133175245443663, score: 1
[00:00:00.118] (70000f031000) INFO   position: 52677675164321472411331752454436623, score: 3
[00:00:00.118] (70000f031000) INFO   position: 5267767516432147241133175245443662, score: -3
[00:00:00.118] (70000f031000) INFO   position: 52677675164321472411331752454436663, score: 3
[00:00:00.118] (70000f031000) INFO   position: 5267767516432147241133175245443666, score: -3
[00:00:00.119] (70000f031000) INFO   position: 52677675164321472411331752454436613, score: 3
[00:00:00.119] (70000f031000) INFO   position: 5267767516432147241133175245443661, score: -3
[00:00:00.119] (70000f031000) INFO   position: 52677675164321472411331752454436673, score: 3
[00:00:00.119] (70000f031000) INFO   position: 5267767516432147241133175245443667, score: -3
[00:00:00.119] (70000f031000) INFO   position: 526776751643214724113317524544366, score: -2
[00:00:00.119] (70000f031000) INFO   position: 52677675164321472411331752454436, score: 2
[00:00:00.119] (70000f031000) INFO   position: 526776751643214724113317524544313, score: 4
[00:00:00.119] (70000f031000) INFO   position: 52677675164321472411331752454431, score: -4
[00:00:00.119] (70000f031000) INFO   position: 526776751643214724113317524544373, score: 4
[00:00:00.120] (70000f031000) INFO   position: 52677675164321472411331752454437, score: -4
[00:00:00.120] (70000f031000) INFO   position: 5267767516432147241133175245443, score: -2
[00:00:00.120] (70000f031000) INFO   position: 526776751643214724113317524544, score: 2
[00:00:00.120] (70000f031000) INFO   position: 5267767516432147241133175245432334552, score: -2
[00:00:00.120] (70000f031000) INFO   position: 526776751643214724113317524543233455, score: 2
[00:00:00.120] (70000f031000) INFO   position: 5267767516432147241133175245432334525, score: -2
[00:00:00.120] (70000f031000) INFO   position: 526776751643214724113317524543233452, score: 2
[00:00:00.120] (70000f031000) INFO   position: 5267767516432147241133175245432334566, score: -2
[00:00:00.120] (70000f031000) INFO   position: 526776751643214724113317524543233456, score: 2
[00:00:00.121] (70000f031000) INFO   position: 5267767516432147241133175245432334515, score: -2
[00:00:00.121] (70000f031000) INFO   position: 526776751643214724113317524543233451, score: 2
[00:00:00.121] (70000f031000) INFO   position: 5267767516432147241133175245432334575, score: -2
[00:00:00.121] (70000f031000) INFO   position: 526776751643214724113317524543233457, score: 2
[00:00:00.121] (70000f031000) INFO   position: 52677675164321472411331752454323345, score: -2
[00:00:00.121] (70000f031000) INFO   position: 5267767516432147241133175245432334, score: 2
[00:00:00.121] (70000f031000) INFO   position: 5267767516432147241133175245432335452, score: -2
[00:00:00.121] (70000f031000) INFO   position: 526776751643214724113317524543233545, score: 2
[00:00:00.122] (70000f031000) INFO   position: 5267767516432147241133175245432335425, score: -2
[00:00:00.122] (70000f031000) INFO   position: 526776751643214724113317524543233542, score: 2
[00:00:00.122] (70000f031000) INFO   position: 5267767516432147241133175245432335466, score: -2
[00:00:00.122] (70000f031000) INFO   position: 526776751643214724113317524543233546, score: 2
[00:00:00.122] (70000f031000) INFO   position: 5267767516432147241133175245432335415, score: -2
[00:00:00.122] (70000f031000) INFO   position: 526776751643214724113317524543233541, score: 2
[00:00:00.122] (70000f031000) INFO   position: 5267767516432147241133175245432335475, score: -2
[00:00:00.122] (70000f031000) INFO   position: 526776751643214724113317524543233547, score: 2
[00:00:00.122] (70000f031000) INFO   position: 52677675164321472411331752454323354, score: -2
[00:00:00.122] (70000f031000) INFO   position: 5267767516432147241133175245432335, score: 2
[00:00:00.122] (70000f031000) INFO   position: 5267767516432147241133175245432332455, score: -2
[00:00:00.123] (70000f031000) INFO   position: 526776751643214724113317524543233245, score: 2
[00:00:00.123] (70000f031000) INFO   position: 5267767516432147241133175245432332466, score: -2
[00:00:00.123] (70000f031000) INFO   position: 526776751643214724113317524543233246, score: 2
[00:00:00.123] (70000f031000) INFO   position: 5267767516432147241133175245432332415, score: -2
[00:00:00.123] (70000f031000) INFO   position: 526776751643214724113317524543233241, score: 2
[00:00:00.123] (70000f031000) INFO   position: 5267767516432147241133175245432332475, score: -2
[00:00:00.123] (70000f031000) INFO   position: 526776751643214724113317524543233247, score: 2
[00:00:00.123] (70000f031000) INFO   position: 52677675164321472411331752454323324, score: -2
[00:00:00.123] (70000f031000) INFO   position: 5267767516432147241133175245432332, score: 2
[00:00:00.123] (70000f031000) INFO   position: 5267767516432147241133175245432336645, score: -2
[00:00:00.124] (70000f031000) INFO   position: 526776751643214724113317524543233664, score: 2
[00:00:00.124] (70000f031000) INFO   position: 5267767516432147241133175245432336654, score: -2
[00:00:00.124] (70000f031000) INFO   position: 526776751643214724113317524543233665, score: 2
[00:00:00.124] (70000f031000) INFO   position: 5267767516432147241133175245432336624, score: -2
[00:00:00.124] (70000f031000) INFO   position: 526776751643214724113317524543233662, score: 2
[00:00:00.124] (70000f031000) INFO   position: 5267767516432147241133175245432336664, score: -2
[00:00:00.124] (70000f031000) INFO   position: 526776751643214724113317524543233666, score: 2
[00:00:00.124] (70000f031000) INFO   position: 5267767516432147241133175245432336614, score: -2
[00:00:00.124] (70000f031000) INFO   position: 526776751643214724113317524543233661, score: 2
[00:00:00.124] (70000f031000) INFO   position: 5267767516432147241133175245432336674, score: -2
[00:00:00.125] (70000f031000) INFO   position: 526776751643214724113317524543233667, score: 2
[00:00:00.125] (70000f031000) INFO   position: 52677675164321472411331752454323366, score: -2
[00:00:00.125] (70000f031000) INFO   position: 5267767516432147241133175245432336, score: 2
[00:00:00.125] (70000f031000) INFO   position: 5267767516432147241133175245432331455, score: -2
[00:00:00.125] (70000f031000) INFO   position: 526776751643214724113317524543233145, score: 2
[00:00:00.125] (70000f031000) INFO   position: 5267767516432147241133175245432331425, score: -2
[00:00:00.125] (70000f031000) INFO   position: 526776751643214724113317524543233142, score: 2
[00:00:00.125] (70000f031000) INFO   position: 5267767516432147241133175245432331466, score: -2
[00:00:00.125] (70000f031000) INFO   position: 526776751643214724113317524543233146, score: 2
[00:00:00.126] (70000f031000) INFO   position: 5267767516432147241133175245432331475, score: -2
[00:00:00.126] (70000f031000) INFO   position: 526776751643214724113317524543233147, score: 2
[00:00:00.126] (70000f031000) INFO   position: 52677675164321472411331752454323314, score: -2
[00:00:00.126] (70000f031000) INFO   position: 5267767516432147241133175245432331, score: 2
[00:00:00.126] (70000f031000) INFO   position: 5267767516432147241133175245432337455, score: -2
[00:00:00.126] (70000f031000) INFO   position: 526776751643214724113317524543233745, score: 2
[00:00:00.126] (70000f031000) INFO   position: 5267767516432147241133175245432337425, score: -2
[00:00:00.126] (70000f031000) INFO   position: 526776751643214724113317524543233742, score: 2
[00:00:00.126] (70000f031000) INFO   position: 5267767516432147241133175245432337466, score: -2
[00:00:00.126] (70000f031000) INFO   position: 526776751643214724113317524543233746, score: 2
[00:00:00.127] (70000f031000) INFO   position: 5267767516432147241133175245432337415, score: -2
[00:00:00.127] (70000f031000) INFO   position: 526776751643214724113317524543233741, score: 2
[00:00:00.127] (70000f031000) INFO   position: 52677675164321472411331752454323374, score: -2
[00:00:00.127] (70000f031000) INFO   position: 5267767516432147241133175245432337, score: 2
[00:00:00.127] (70000f031000) INFO   position: 526776751643214724113317524543233, score: -2
[00:00:00.127] (70000f031000) INFO   position: 52677675164321472411331752454323, score: 2
[00:00:00.127] (70000f031000) INFO   position: 5267767516432147241133175245432, score: -2
[00:00:00.127] (70000f031000) INFO   position: 526776751643214724113317524543, score: 2
[00:00:00.127] (70000f031000) INFO   position: 52677675164321472411331752454543233, score: -2
[00:00:00.127] (70000f031000) INFO   position: 5267767516432147241133175245454323, score: 2
[00:00:00.128] (70000f031000) INFO   position: 526776751643214724113317524545432, score: -2
[00:00:00.128] (70000f031000) INFO   position: 52677675164321472411331752454543, score: 2
[00:00:00.128] (70000f031000) INFO   position: 5267767516432147241133175245454533322, score: -2
[00:00:00.128] (70000f031000) INFO   position: 526776751643214724113317524545453332, score: 2
[00:00:00.128] (70000f031000) INFO   position: 5267767516432147241133175245454533366, score: -2
[00:00:00.128] (70000f031000) INFO   position: 526776751643214724113317524545453336, score: 2
[00:00:00.128] (70000f031000) INFO   position: 5267767516432147241133175245454533312, score: -2
[00:00:00.128] (70000f031000) INFO   position: 526776751643214724113317524545453331, score: 2
[00:00:00.128] (70000f031000) INFO   position: 5267767516432147241133175245454533372, score: -2
[00:00:00.129] (70000f031000) INFO   position: 526776751643214724113317524545453337, score: 2
[00:00:00.129] (70000f031000) INFO   position: 52677675164321472411331752454545333, score: -2
[00:00:00.129] (70000f031000) INFO   position: 5267767516432147241133175245454533, score: 2
[00:00:00.129] (70000f031000) INFO   position: 5267767516432147241133175245454532323, score: -2
[00:00:00.129] (70000f031000) INFO   position: 526776751643214724113317524545453232, score: 2
[00:00:00.129] (70000f031000) INFO   position: 52677675164321472411331752454545323, score: -2
[00:00:00.129] (70000f031000) INFO   position: 5267767516432147241133175245454532, score: 2
[00:00:00.129] (70000f031000) INFO   position: 5267767516432147241133175245454536633, score: -2
[00:00:00.129] (70000f031000) INFO   position: 526776751643214724113317524545453663, score: 2
[00:00:00.129] (70000f031000) INFO   position: 5267767516432147241133175245454536623, score: -2
[00:00:00.130] (70000f031000) INFO   position: 526776751643214724113317524545453662, score: 2
[00:00:00.130] (70000f031000) INFO   position: 5267767516432147241133175245454536663, score: 2
[00:00:00.130] (70000f031000) INFO   position: 526776751643214724113317524545453666, score: -2
[00:00:00.130] (70000f031000) INFO   position: 5267767516432147241133175245454536613, score: 2
[00:00:00.130] (70000f031000) INFO   position: 526776751643214724113317524545453661, score: -2
[00:00:00.130] (70000f031000) INFO   position: 5267767516432147241133175245454536673, score: 2
[00:00:00.130] (70000f031000) INFO   position: 526776751643214724113317524545453667, score: -2
[00:00:00.130] (70000f031000) INFO   position: 52677675164321472411331752454545366, score: -2
[00:00:00.130] (70000f031000) INFO   position: 5267767516432147241133175245454536, score: 2
[00:00:00.130] (70000f031000) INFO   position: 52677675164321472411331752454545313, score: 3
[00:00:00.131] (70000f031000) INFO   position: 5267767516432147241133175245454531, score: -3
[00:00:00.131] (70000f031000) INFO   position: 52677675164321472411331752454545373, score: 3
[00:00:00.131] (70000f031000) INFO   position: 5267767516432147241133175245454537, score: -3
[00:00:00.131] (70000f031000) INFO   position: 526776751643214724113317524545453, score: -2
[00:00:00.131] (70000f031000) INFO   position: 52677675164321472411331752454545, score: 2
[00:00:00.131] (70000f031000) INFO   position: 52677675164321472411331752454542353, score: -2
[00:00:00.131] (70000f031000) INFO   position: 5267767516432147241133175245454235, score: 2
[00:00:00.131] (70000f031000) INFO   position: 526776751643214724113317524545423, score: -2
[00:00:00.131] (70000f031000) INFO   position: 52677675164321472411331752454542, score: 2
[00:00:00.131] (70000f031000) INFO   position: 5267767516432147241133175245454663233, score: -2
[00:00:00.132] (70000f031000) INFO   position: 526776751643214724113317524545466323, score: 2
[00:00:00.132] (70000f031000) INFO   position: 52677675164321472411331752454546632, score: -2
[00:00:00.132] (70000f031000) INFO   position: 5267767516432147241133175245454663, score: 2
[00:00:00.132] (70000f031000) INFO   position: 52677675164321472411331752454546653, score: -2
[00:00:00.132] (70000f031000) INFO   position: 5267767516432147241133175245454665, score: 2
[00:00:00.132] (70000f031000) INFO   position: 5267767516432147241133175245454662353, score: -2
[00:00:00.132] (70000f031000) INFO   position: 526776751643214724113317524545466235, score: 2
[00:00:00.132] (70000f031000) INFO   position: 52677675164321472411331752454546623, score: -2
[00:00:00.132] (70000f031000) INFO   position: 5267767516432147241133175245454662, score: 2
[00:00:00.132] (70000f031000) INFO   position: 5267767516432147241133175245454666353, score: 2
[00:00:00.133] (70000f031000) INFO   position: 526776751643214724113317524545466635, score: -2
[00:00:00.133] (70000f031000) INFO   position: 52677675164321472411331752454546663, score: -2
[00:00:00.133] (70000f031000) INFO   position: 5267767516432147241133175245454666, score: 2
[00:00:00.133] (70000f031000) INFO   position: 5267767516432147241133175245454661353, score: 2
[00:00:00.133] (70000f031000) INFO   position: 526776751643214724113317524545466135, score: -2
[00:00:00.133] (70000f031000) INFO   position: 52677675164321472411331752454546613, score: -2
[00:00:00.133] (70000f031000) INFO   position: 5267767516432147241133175245454661, score: 2
[00:00:00.133] (70000f031000) INFO   position: 5267767516432147241133175245454667353, score: 2
[00:00:00.133] (70000f031000) INFO   position: 526776751643214724113317524545466735, score: -2
[00:00:00.133] (70000f031000) INFO   position: 52677675164321472411331752454546673, score: -2
[00:00:00.134] (70000f031000) INFO   position: 5267767516432147241133175245454667, score: 2
[00:00:00.134] (70000f031000) INFO   position: 526776751643214724113317524545466, score: -2
[00:00:00.134] (70000f031000) INFO   position: 52677675164321472411331752454546, score: 2
[00:00:00.134] (70000f031000) INFO   position: 52677675164321472411331752454541353, score: 3
[00:00:00.134] (70000f031000) INFO   position: 5267767516432147241133175245454135, score: -3
[00:00:00.134] (70000f031000) INFO   position: 526776751643214724113317524545413, score: -2
[00:00:00.134] (70000f031000) INFO   position: 52677675164321472411331752454541, score: 2
[00:00:00.134] (70000f031000) INFO   position: 52677675164321472411331752454547353, score: 3
[00:00:00.134] (70000f031000) INFO   position: 5267767516432147241133175245454735, score: -3
[00:00:00.134] (70000f031000) INFO   position: 526776751643214724113317524545473, score: -2
[00:00:00.135] (70000f031000) INFO   position: 52677675164321472411331752454547, score: 2
[00:00:00.135] (70000f031000) INFO   position: 5267767516432147241133175245454, score: -2
[00:00:00.135] (70000f031000) INFO   position: 526776751643214724113317524545, score: 2
[00:00:00.135] (70000f031000) INFO   position: 526776751643214724113317524542343, score: -2
[00:00:00.135] (70000f031000) INFO   position: 52677675164321472411331752454234, score: 2
[00:00:00.135] (70000f031000) INFO   position: 52677675164321472411331752454233435, score: 3
[00:00:00.135] (70000f031000) INFO   position: 5267767516432147241133175245423343, score: -3
[00:00:00.135] (70000f031000) INFO   position: 5267767516432147241133175245423342366, score: -2
[00:00:00.135] (70000f031000) INFO   position: 526776751643214724113317524542334236, score: 2
[00:00:00.135] (70000f031000) INFO   position: 5267767516432147241133175245423342315, score: 2
[00:00:00.136] (70000f031000) INFO   position: 526776751643214724113317524542334231, score: -2
[00:00:00.136] (70000f031000) INFO   position: 5267767516432147241133175245423342375, score: 2
[00:00:00.136] (70000f031000) INFO   position: 526776751643214724113317524542334237, score: -2
[00:00:00.136] (70000f031000) INFO   position: 52677675164321472411331752454233423, score: -2
[00:00:00.136] (70000f031000) INFO   position: 5267767516432147241133175245423342, score: 2
[00:00:00.136] (70000f031000) INFO   position: 5267767516432147241133175245423346635, score: -2
[00:00:00.136] (70000f031000) INFO   position: 526776751643214724113317524542334663, score: 2
[00:00:00.136] (70000f031000) INFO   position: 5267767516432147241133175245423346623, score: -2
[00:00:00.136] (70000f031000) INFO   position: 526776751643214724113317524542334662, score: 2
[00:00:00.136] (70000f031000) INFO   position: 5267767516432147241133175245423346663, score: -2
[00:00:00.137] (70000f031000) INFO   position: 526776751643214724113317524542334666, score: 2
[00:00:00.137] (70000f031000) INFO   position: 5267767516432147241133175245423346613, score: -2
[00:00:00.137] (70000f031000) INFO   position: 526776751643214724113317524542334661, score: 2
[00:00:00.137] (70000f031000) INFO   position: 5267767516432147241133175245423346673, score: -2
[00:00:00.137] (70000f031000) INFO   position: 526776751643214724113317524542334667, score: 2
[00:00:00.137] (70000f031000) INFO   position: 52677675164321472411331752454233466, score: -2
[00:00:00.137] (70000f031000) INFO   position: 5267767516432147241133175245423346, score: 2
[00:00:00.137] (70000f031000) INFO   position: 5267767516432147241133175245423341325, score: 2
[00:00:00.137] (70000f031000) INFO   position: 526776751643214724113317524542334132, score: -2
[00:00:00.137] (70000f031000) INFO   position: 5267767516432147241133175245423341366, score: -2
[00:00:00.138] (70000f031000) INFO   position: 526776751643214724113317524542334136, score: 2
[00:00:00.138] (70000f031000) INFO   position: 5267767516432147241133175245423341375, score: 2
[00:00:00.138] (70000f031000) INFO   position: 526776751643214724113317524542334137, score: -2
[00:00:00.138] (70000f031000) INFO   position: 52677675164321472411331752454233413, score: -2
[00:00:00.138] (70000f031000) INFO   position: 5267767516432147241133175245423341, score: 2
[00:00:00.138] (70000f031000) INFO   position: 5267767516432147241133175245423347325, score: 2
[00:00:00.138] (70000f031000) INFO   position: 526776751643214724113317524542334732, score: -2
[00:00:00.138] (70000f031000) INFO   position: 5267767516432147241133175245423347366, score: -2
[00:00:00.138] (70000f031000) INFO   position: 526776751643214724113317524542334736, score: 2
[00:00:00.138] (70000f031000) INFO   position: 5267767516432147241133175245423347315, score: 2
[00:00:00.139] (70000f031000) INFO   position: 526776751643214724113317524542334731, score: -2
[00:00:00.139] (70000f031000) INFO   position: 52677675164321472411331752454233473, score: -2
[00:00:00.139] (70000f031000) INFO   position: 5267767516432147241133175245423347, score: 2
[00:00:00.139] (70000f031000) INFO   position: 526776751643214724113317524542334, score: -2
[00:00:00.139] (70000f031000) INFO   position: 52677675164321472411331752454233, score: 2
[00:00:00.139] (70000f031000) INFO   position: 52677675164321472411331752454232433, score: -2
[00:00:00.139] (70000f031000) INFO   position: 5267767516432147241133175245423243, score: 2
[00:00:00.139] (70000f031000) INFO   position: 5267767516432147241133175245423246633, score: -2
[00:00:00.139] (70000f031000) INFO   position: 526776751643214724113317524542324663, score: 2
[00:00:00.139] (70000f031000) INFO   position: 5267767516432147241133175245423246663, score: 2
[00:00:00.140] (70000f031000) INFO   position: 526776751643214724113317524542324666, score: -2
[00:00:00.140] (70000f031000) INFO   position: 5267767516432147241133175245423246613, score: 2
[00:00:00.140] (70000f031000) INFO   position: 526776751643214724113317524542324661, score: -2
[00:00:00.140] (70000f031000) INFO   position: 5267767516432147241133175245423246673, score: 2
[00:00:00.140] (70000f031000) INFO   position: 526776751643214724113317524542324667, score: -2
[00:00:00.140] (70000f031000) INFO   position: 52677675164321472411331752454232466, score: -2
[00:00:00.140] (70000f031000) INFO   position: 5267767516432147241133175245423246, score: 2
[00:00:00.140] (70000f031000) INFO   position: 5267767516432147241133175245423241335, score: 2
[00:00:00.140] (70000f031000) INFO   position: 526776751643214724113317524542324133, score: -2
[00:00:00.140] (70000f031000) INFO   position: 5267767516432147241133175245423241366, score: 2
[00:00:00.141] (70000f031000) INFO   position: 526776751643214724113317524542324136, score: -2
[00:00:00.141] (70000f031000) INFO   position: 5267767516432147241133175245423241373, score: -2
[00:00:00.141] (70000f031000) INFO   position: 526776751643214724113317524542324137, score: 2
[00:00:00.141] (70000f031000) INFO   position: 52677675164321472411331752454232413, score: -2
[00:00:00.141] (70000f031000) INFO   position: 5267767516432147241133175245423241, score: 2
[00:00:00.141] (70000f031000) INFO   position: 5267767516432147241133175245423247335, score: 2
[00:00:00.141] (70000f031000) INFO   position: 526776751643214724113317524542324733, score: -2
[00:00:00.141] (70000f031000) INFO   position: 5267767516432147241133175245423247366, score: 2
[00:00:00.141] (70000f031000) INFO   position: 526776751643214724113317524542324736, score: -2
[00:00:00.141] (70000f031000) INFO   position: 5267767516432147241133175245423247313, score: -2
[00:00:00.142] (70000f031000) INFO   position: 526776751643214724113317524542324731, score: 2
[00:00:00.142] (70000f031000) INFO   position: 52677675164321472411331752454232473, score: -2
[00:00:00.142] (70000f031000) INFO   position: 5267767516432147241133175245423247, score: 2
[00:00:00.142] (70000f031000) INFO   position: 526776751643214724113317524542324, score: -2
[00:00:00.142] (70000f031000) INFO   position: 52677675164321472411331752454232, score: 2
[00:00:00.142] (70000f031000) INFO   position: 52677675164321472411331752454236643, score: 3
[00:00:00.142] (70000f031000) INFO   position: 5267767516432147241133175245423664, score: -3
[00:00:00.142] (70000f031000) INFO   position: 52677675164321472411331752454236634, score: -2
[00:00:00.142] (70000f031000) INFO   position: 5267767516432147241133175245423663, score: 2
[00:00:00.142] (70000f031000) INFO   position: 52677675164321472411331752454236624, score: -2
[00:00:00.142] (70000f031000) INFO   position: 5267767516432147241133175245423662, score: 2
[00:00:00.143] (70000f031000) INFO   position: 5267767516432147241133175245423666433, score: -2
[00:00:00.143] (70000f031000) INFO   position: 526776751643214724113317524542366643, score: 2
[00:00:00.143] (70000f031000) INFO   position: 5267767516432147241133175245423666423, score: 2
[00:00:00.143] (70000f031000) INFO   position: 526776751643214724113317524542366642, score: -2
[00:00:00.143] (70000f031000) INFO   position: 5267767516432147241133175245423666413, score: 2
[00:00:00.143] (70000f031000) INFO   position: 526776751643214724113317524542366641, score: -2
[00:00:00.143] (70000f031000) INFO   position: 5267767516432147241133175245423666473, score: 2
[00:00:00.143] (70000f031000) INFO   position: 526776751643214724113317524542366647, score: -2
[00:00:00.143] (70000f031000) INFO   position: 52677675164321472411331752454236664, score: -2
[00:00:00.143] (70000f031000) INFO   position: 5267767516432147241133175245423666, score: 2
[00:00:00.144] (70000f031000) INFO   position: 5267767516432147241133175245423661433, score: -2
[00:00:00.144] (70000f031000) INFO   position: 526776751643214724113317524542366143, score: 2
[00:00:00.144] (70000f031000) INFO   position: 5267767516432147241133175245423661423, score: 2
[00:00:00.144] (70000f031000) INFO   position: 526776751643214724113317524542366142, score: -2
[00:00:00.144] (70000f031000) INFO   position: 5267767516432147241133175245423661463, score: 2
[00:00:00.144] (70000f031000) INFO   position: 526776751643214724113317524542366146, score: -2
[00:00:00.144] (70000f031000) INFO   position: 5267767516432147241133175245423661473, score: 2
[00:00:00.144] (70000f031000) INFO   position: 526776751643214724113317524542366147, score: -2
[00:00:00.144] (70000f031000) INFO   position: 52677675164321472411331752454236614, score: -2
[00:00:00.144] (70000f031000) INFO   position: 5267767516432147241133175245423661, score: 2
[00:00:00.145] (70000f031000) INFO   position: 5267767516432147241133175245423667433, score: -2
[00:00:00.145] (70000f031000) INFO   position: 526776751643214724113317524542366743, score: 2
[00:00:00.145] (70000f031000) INFO   position: 5267767516432147241133175245423667423, score: 2
[00:00:00.145] (70000f031000) INFO   position: 526776751643214724113317524542366742, score: -2
[00:00:00.145] (70000f031000) INFO   position: 5267767516432147241133175245423667463, score: 2
[00:00:00.145] (70000f031000) INFO   position: 526776751643214724113317524542366746, score: -2
[00:00:00.145] (70000f031000) INFO   position: 5267767516432147241133175245423667413, score: 2
[00:00:00.145] (70000f031000) INFO   position: 526776751643214724113317524542366741, score: -2
[00:00:00.145] (70000f031000) INFO   position: 52677675164321472411331752454236674, score: -2
[00:00:00.146] (70000f031000) INFO   position: 5267767516432147241133175245423667, score: 2
[00:00:00.146] (70000f031000) INFO   position: 526776751643214724113317524542366, score: -2
[00:00:00.146] (70000f031000) INFO   position: 52677675164321472411331752454236, score: 2
[00:00:00.146] (70000f031000) INFO   position: 52677675164321472411331752454231433, score: -2
[00:00:00.146] (70000f031000) INFO   position: 5267767516432147241133175245423143, score: 2
[00:00:00.146] (70000f031000) INFO   position: 52677675164321472411331752454231423, score: -2
[00:00:00.146] (70000f031000) INFO   position: 5267767516432147241133175245423142, score: 2
[00:00:00.146] (70000f031000) INFO   position: 52677675164321472411331752454231466, score: -2
[00:00:00.146] (70000f031000) INFO   position: 5267767516432147241133175245423146, score: 2
[00:00:00.146] (70000f031000) INFO   position: 5267767516432147241133175245423147323, score: -2
[00:00:00.147] (70000f031000) INFO   position: 526776751643214724113317524542314732, score: 2
[00:00:00.147] (70000f031000) INFO   position: 52677675164321472411331752454231473, score: -2
[00:00:00.147] (70000f031000) INFO   position: 5267767516432147241133175245423147, score: 2
[00:00:00.147] (70000f031000) INFO   position: 526776751643214724113317524542314, score: -2
[00:00:00.147] (70000f031000) INFO   position: 52677675164321472411331752454231, score: 2
[00:00:00.147] (70000f031000) INFO   position: 52677675164321472411331752454237433, score: -2
[00:00:00.147] (70000f031000) INFO   position: 5267767516432147241133175245423743, score: 2
[00:00:00.147] (70000f031000) INFO   position: 52677675164321472411331752454237423, score: -2
[00:00:00.147] (70000f031000) INFO   position: 5267767516432147241133175245423742, score: 2
[00:00:00.147] (70000f031000) INFO   position: 52677675164321472411331752454237466, score: -2
[00:00:00.148] (70000f031000) INFO   position: 5267767516432147241133175245423746, score: 2
[00:00:00.148] (70000f031000) INFO   position: 52677675164321472411331752454237413, score: -2
[00:00:00.148] (70000f031000) INFO   position: 5267767516432147241133175245423741, score: 2
[00:00:00.148] (70000f031000) INFO   position: 526776751643214724113317524542374, score: -2
[00:00:00.148] (70000f031000) INFO   position: 52677675164321472411331752454237, score: 2
[00:00:00.148] (70000f031000) INFO   position: 5267767516432147241133175245423, score: -2
[00:00:00.148] (70000f031000) INFO   position: 526776751643214724113317524542, score: 2
[00:00:00.148] (70000f031000) INFO   position: 526776751643214724113317524546643, score: -2
[00:00:00.148] (70000f031000) INFO   position: 52677675164321472411331752454664, score: 2
[00:00:00.148] (70000f031000) INFO   position: 52677675164321472411331752454663233, score: -2
[00:00:00.148] (70000f031000) INFO   position: 5267767516432147241133175245466323, score: 2
[00:00:00.149] (70000f031000) INFO   position: 526776751643214724113317524546632, score: -2
[00:00:00.149] (70000f031000) INFO   position: 52677675164321472411331752454663, score: 2
[00:00:00.149] (70000f031000) INFO   position: 526776751643214724113317524546654, score: -2
[00:00:00.149] (70000f031000) INFO   position: 52677675164321472411331752454665, score: 2
[00:00:00.149] (70000f031000) INFO   position: 526776751643214724113317524546623, score: -2
